ims-ansiblenew2,IMAN3,ims-ansiblenew,sentiencecoreservices/ims-ansiblenew,master,Default Stage,Default Job,Checkout Default Repository,Build Script,${bamboo.build.working.directory}/build/build.sh,${bamboo.docreponame} ${bamboo.docimagename} ${bamboo.docuserid} ${bamboo.docpassword} ${bamboo.buildNumber} ${bamboo.build.working.directory} ${bamboo.octopusdeploy_key} ${bamboo.octopusdeploy_server} false true
ims-openig2,IG3,openig,entiencecoreservices/ims-openig,master,Default Stage,Default Job,Checkout Default Repository,Build Script,${bamboo.build.working.directory}/build/build.sh,"${bamboo.docreponame} ${bamboo.docimagename} ${bamboo.docuserid} ${bamboo.docpassword} ${bamboo.buildNumber} ${bamboo.build.working.directory} ${bamboo.octopusdeploy_key} ${bamboo.octopusdeploy_server} false true ${bamboo.TWISTLOCK_USERNAME} ${bamboo.TWISTLOCK_PASSWORD} ""${bamboo.TWISTLOCK_URL}"""
ims-sentlogin2,SS3,sentlogin,sentiencecoreservices/sentience-login,master,Default Stage,Default Job,Checkout Default Repository,Build Script,${bamboo.build.working.directory}/build/build.sh,"${bamboo.docreponame} ${bamboo.docimagename} ${bamboo.docuserid} ${bamboo.docpassword} ${bamboo.buildNumber} ${bamboo.build.working.directory} ${bamboo.octopusdeploy_key} ${bamboo.octopusdeploy_server} false true ${bamboo.TWISTLOCK_USERNAME} ${bamboo.TWISTLOCK_PASSWORD} ""${bamboo.TWISTLOCK_URL}"""
